iter	MultiClass
148	0.1074776171
149	0.1069518132
150	0.1061940687
151	0.1054011711
152	0.1053086955
153	0.1051498859
154	0.1042782348
155	0.1040357859
156	0.1037856713
157	0.1031467688
158	0.1028429057
159	0.1023928147
160	0.1020062188
161	0.1016584013
162	0.1012514767
163	0.1007844487
164	0.1001407025
165	0.09974253654
166	0.0991645461
167	0.09819426318
168	0.09805147979
169	0.09782224509
170	0.09746651251
171	0.09701317615
172	0.09654711082
173	0.09586807023
174	0.0954400045
175	0.09451890252
176	0.09409784532
177	0.09405595433
178	0.09394553192
179	0.09377836114
180	0.09325523914
181	0.09267818351
182	0.09212498159
183	0.09173224962
184	0.09143471229
185	0.0910581106
186	0.09069690863
187	0.09048281727
188	0.08998432548
189	0.08971304211
190	0.08945601205
191	0.08900648597
192	0.08867541652
193	0.08857731842
194	0.0884557991
195	0.08800934191
196	0.08797859135
197	0.08722919269
198	0.08698953478
199	0.08641861957
200	0.08580695847
201	0.08539186137
202	0.08504621504
203	0.08479038453
204	0.08439062158
205	0.08415302561
206	0.08361920229
207	0.08310469308
208	0.08300827909
209	0.08264358537
210	0.08201511793
211	0.08175664763
212	0.08105215242
213	0.08068602745
214	0.08036719265
215	0.08013599477
216	0.08003329713
217	0.07965466779
218	0.07930756622
219	0.07859673247
220	0.07847344494
221	0.07822558563
222	0.07801125616
223	0.07778593699
224	0.07763280633
225	0.07744245897
226	0.07710183964
227	0.07685277957
228	0.0766977919
229	0.07634902083
230	0.07614722593
231	0.07568639478
232	0.07555029285
233	0.07503690635
234	0.07484908534
235	0.074588084
236	0.07433081726
237	0.0740715154
238	0.07388916243
239	0.0737890377
240	0.07355605825
241	0.07324391927
242	0.07271226951
243	0.07248248107
244	0.07233611331
245	0.07211835588
246	0.0720943325
247	0.07191531993
248	0.07167178271
249	0.0715387748
250	0.07133604823
251	0.07095055216
252	0.07060588769
253	0.07034421847
254	0.07025250575
255	0.07020520277
256	0.06998050642
257	0.06963792597
258	0.06947330768
259	0.0693755201
260	0.0689794671
261	0.06878003165
262	0.06835890707
263	0.06818602352
264	0.06795776119
265	0.06786968203
266	0.06778266915
267	0.06739240185
268	0.06715405802
269	0.06696467918
270	0.06671546236
271	0.06666325133
272	0.06624744939
273	0.06616531619
274	0.06602410794
275	0.06579032916
276	0.06550758944
277	0.06532926702
278	0.06511210968
279	0.06488437173
280	0.06464773006
281	0.06440653415
282	0.06413679195
283	0.0637554215
284	0.06354236377
285	0.06336192059
286	0.06303474319
287	0.06287073235
288	0.06260166733
289	0.06234010093
290	0.06223491125
291	0.06205826946
292	0.06193225983
293	0.0617635425
294	0.06158339075
295	0.06133474321
296	0.06116135652
297	0.06105202137
298	0.06078714994
299	0.06061806105
300	0.0605126627
301	0.0602563092
302	0.06014211796
303	0.05997430466
304	0.05976980478
305	0.05957433993
306	0.05935093815
307	0.05891223259
308	0.05851547243
309	0.05828820547
310	0.05819091819
311	0.05794041783
312	0.05772987634
313	0.05758844547
314	0.05734421198
315	0.05704872909
316	0.05690991182
317	0.05674552381
318	0.05660967973
319	0.05639495041
320	0.05628861407
321	0.05616904129
322	0.05588315213
323	0.05559638741
324	0.05541337745
325	0.05514923152
326	0.0550102638
327	0.0548481329
328	0.05473354013
329	0.05452029681
330	0.05426916201
331	0.05404361259
332	0.05393025796
333	0.05366674047
334	0.05351754325
335	0.05316316399
336	0.05295623355
337	0.05283590629
338	0.05271178232
339	0.05256282429
340	0.05242454739
341	0.05222988531
342	0.05219105479
343	0.05206407632
344	0.05186838854
345	0.05167126002
346	0.05157476477
347	0.05147437603
348	0.0513655701
349	0.05123310587
350	0.05096935935
351	0.0508637052
352	0.05066282317
353	0.0505773455
354	0.05043938566
355	0.05040638566
356	0.05007630396
357	0.0499654988
358	0.04989154741
359	0.04973463097
360	0.04955867164
361	0.04944697182
362	0.04930297788
363	0.04901399703
364	0.04887529874
365	0.04868549688
366	0.04850186164
367	0.04845265641
368	0.04829277542
369	0.04819044922
370	0.04800162567
371	0.04786184989
372	0.04773546464
373	0.0474506416
374	0.04734943524
375	0.04717982674
376	0.04688386248
377	0.04675941701
378	0.04651804844
379	0.04641756224
380	0.04627524497
381	0.04612828504
382	0.04601411667
383	0.04588708819
384	0.04579570849
385	0.04576558269
386	0.0455138759
387	0.04538883529
388	0.0453283259
389	0.04522599956
390	0.04509095414
391	0.04499244725
392	0.04475696151
393	0.04462650964
394	0.04445589892
395	0.04435380125
396	0.04426099516
397	0.04412456739
398	0.04399897871
399	0.04388066496
400	0.04380105839
401	0.04364337115
402	0.04348984646
403	0.04324893122
404	0.04311477028
405	0.0429757353
406	0.04281938406
407	0.04266561313
408	0.0425059906
409	0.04239311881
410	0.04222332626
411	0.0420990053
412	0.04200109387
413	0.04191099049
414	0.04180795424
415	0.04160939082
416	0.04146118055
417	0.04132145226
418	0.0411232921
419	0.04092715198
420	0.04086733406
421	0.04077521702
422	0.04067950346
423	0.04055669749
424	0.04047847168
425	0.04039690028
426	0.04030310213
427	0.04013250768
428	0.04000497128
429	0.03992286655
430	0.03985314077
431	0.03967061167
432	0.03952822212
433	0.0394607884
434	0.03944104329
435	0.03938270978
436	0.03935587591
437	0.03926483982
438	0.03906769359
439	0.03896594567
440	0.03888029072
441	0.0388364744
442	0.03873158983
443	0.03869825989
444	0.03848910552
445	0.03833196215
446	0.03821236396
447	0.03812310996
448	0.03801166342
449	0.03794960608
450	0.03786482784
451	0.0378050043
452	0.03772683613
453	0.03758725938
454	0.03750091877
455	0.03745967948
456	0.03729321924
457	0.03722243472
458	0.03718671317
459	0.03709402249
460	0.03686605701
461	0.03681137884
462	0.0367546668
463	0.03667286236
464	0.03659689627
465	0.03641870633
466	0.03640935544
467	0.03621987658
468	0.03616208739
469	0.03612132804
470	0.03602629547
471	0.03596898829
472	0.03581744411
473	0.03574686331
474	0.03570852684
475	0.03560828605
476	0.03557157048
477	0.03547513254
478	0.03539872743
479	0.03533039555
480	0.03528125056
481	0.03519963746
482	0.03511694766
483	0.03503220605
484	0.03498781179
485	0.03495115606
486	0.03488464599
487	0.03475207719
488	0.03473110507
489	0.03458042066
490	0.03449522205
491	0.03447601988
492	0.03431907306
493	0.03413579462
494	0.03407321042
495	0.03401124773
496	0.0339851396
497	0.03394358433
498	0.03385910913
499	0.03380129592
500	0.03375668068
501	0.03360829086
502	0.03355563886
503	0.03347108045
504	0.03338086008
505	0.0333565263
506	0.03328004239
507	0.03323186505
508	0.03318353131
509	0.03314565696
510	0.03312809576
511	0.03301093037
512	0.03294335973
513	0.03285155099
514	0.03282113127
515	0.03276114738
516	0.0326300687
517	0.03258480348
518	0.03256556143
519	0.03250873429
520	0.03239463336
521	0.03234186311
522	0.03228864796
523	0.03227382379
524	0.03224563177
525	0.03219734142
526	0.03210868089
527	0.0320346089
528	0.03200787922
529	0.03182853751
530	0.03173816793
531	0.03160904274
532	0.03155291209
533	0.0314969408
534	0.03142379988
535	0.03134824124
536	0.03127851083
537	0.03120011074
538	0.03111169875
539	0.03106832167
540	0.03095336714
541	0.03086252489
542	0.03079022729
543	0.03069302606
544	0.03062686898
545	0.03053886338
546	0.03045193814
547	0.03041445049
548	0.03040698007
549	0.03036943191
550	0.03028767093
551	0.03022234804
552	0.03018339219
553	0.03015796002
554	0.03010425479
555	0.03009389486
556	0.02994075539
557	0.02981475744
558	0.02977358227
559	0.02971330746
560	0.02964064125
561	0.02948781789
562	0.02938411941
563	0.02932325001
564	0.02929029525
565	0.02920625733
566	0.02912275003
567	0.02910215665
568	0.02901892694
569	0.02894909216
570	0.02891533963
571	0.02888448347
572	0.02884775941
573	0.0288142661
574	0.02877572496
575	0.02872947088
576	0.02862022595
577	0.02859678604
578	0.02854132544
579	0.02850344922
580	0.02846889206
581	0.02842744914
582	0.02837501764
583	0.02828666578
584	0.02822931336
585	0.02816484032
586	0.02813502722
587	0.02807087175
588	0.02801677959
589	0.02799605598
590	0.02793895313
591	0.02785551886
592	0.02783454013
593	0.027773699
594	0.02769909146
595	0.02767782681
596	0.0276030799
597	0.02750435353
598	0.02746061487
599	0.02742995708
600	0.02739319216
601	0.02733640186
602	0.0272843918
603	0.02724399599
604	0.0272129626
605	0.02708785434
606	0.02701217212
607	0.0269180042
608	0.02680326094
609	0.0267617302
610	0.02671816266
611	0.02660370853
612	0.02650851193
613	0.02647245725
614	0.02638665467
615	0.02632472112
616	0.02624124471
617	0.02618562623
618	0.0261540381
619	0.02609347434
620	0.02603984902
621	0.02600562618
622	0.02598791218
623	0.02594116491
624	0.02588165936
625	0.02580858442
626	0.02577844128
627	0.02570593359
628	0.02567647153
629	0.02563869476
630	0.02558076299
631	0.02555412029
632	0.02552221148
633	0.02542979342
634	0.02536781906
635	0.02530264335
636	0.02525120478
637	0.02521710736
638	0.02519249602
639	0.02510930335
640	0.02503702029
641	0.02501043683
642	0.02498497133
643	0.02495727659
644	0.02492875881
645	0.02490163527
646	0.02483862983
647	0.02481614114
648	0.024720697
649	0.02462707736
650	0.02459154082
651	0.02455668934
652	0.02452091972
653	0.0245113373
654	0.02449282934
655	0.02444760506
656	0.0243821146
657	0.02437123332
658	0.02435579637
659	0.02430189497
660	0.02420964213
661	0.02417893829
662	0.02409870486
663	0.02406559763
664	0.02405907102
665	0.02402727559
666	0.02396934598
667	0.02385624344
668	0.02380932166
669	0.02372712319
670	0.02368938899
671	0.02362444661
672	0.02356343919
673	0.02355292703
674	0.02347494687
675	0.02344687905
676	0.02341425669
677	0.02337501786
678	0.02332436099
679	0.02326495161
680	0.02323629975
681	0.02319236984
682	0.02313406233
683	0.02306514071
684	0.02295153228
685	0.02293431663
686	0.02289484481
687	0.02286621421
688	0.02276858186
689	0.02274346506
690	0.02269906305
691	0.02267957525
692	0.02259971917
693	0.02257630676
694	0.02254120989
695	0.02249633595
696	0.02244791465
697	0.02241192662
698	0.02238123894
699	0.02235174729
700	0.02231438509
701	0.02228547864
702	0.02226567463
703	0.02220681086
704	0.02213292323
705	0.02209593034
706	0.02205947705
707	0.02203368477
708	0.02201339311
709	0.02197274316
710	0.02193722996
711	0.02190413972
712	0.02187844173
713	0.02185258199
714	0.02179374003
715	0.02176798183
716	0.02171862151
717	0.02167830199
718	0.02164821456
719	0.02161685867
720	0.0215923153
721	0.02157474094
722	0.02154493212
723	0.02147951833
724	0.02143300807
725	0.02135869938
726	0.02130573242
727	0.02127361539
728	0.02123409805
729	0.02114304356
730	0.0211321416
731	0.02108900584
732	0.0210595979
733	0.02100937638
734	0.02094944932
735	0.02092222904
736	0.0208509658
737	0.0208325414
738	0.02078082477
739	0.02075889596
740	0.02073571004
741	0.02069309962
742	0.02060850896
743	0.02058469651
744	0.02054130028
745	0.0205160182
746	0.02048874675
747	0.02040870071
748	0.02039202853
749	0.02036652198
750	0.02034428241
751	0.02029881752
752	0.0202736288
753	0.02023561466
754	0.02022475872
755	0.02018079079
756	0.02016331632
757	0.02011634793
758	0.02008850129
759	0.02006539663
760	0.02004318959
761	0.02002828521
762	0.01999243033
763	0.01996767577
764	0.01992828076
765	0.01991691777
766	0.01989331357
767	0.01988812763
768	0.01985142742
769	0.01981916696
770	0.01976767865
771	0.01969882984
772	0.01966792463
773	0.01965600082
774	0.01963640006
775	0.0196220397
776	0.01959082829
777	0.01956933483
778	0.01950995062
779	0.0194652974
780	0.01944575696
781	0.01939446329
782	0.01936473578
783	0.01928993496
784	0.01924352862
785	0.01920182945
786	0.01916434249
787	0.01911371967
788	0.01910614176
789	0.01905838852
790	0.01902787106
791	0.0190083199
792	0.01896835383
793	0.01893778063
794	0.0189240731
795	0.01890748984
796	0.01888776572
797	0.01881720745
798	0.01879356927
799	0.01878304328
800	0.01876313426
801	0.01872499895
802	0.01869206227
803	0.01866860843
804	0.01864362088
805	0.01863650502
806	0.01858479403
807	0.01855315672
808	0.0185371649
809	0.01849788887
810	0.01848329305
811	0.01847745691
812	0.01845083072
813	0.01842545365
814	0.01839005628
815	0.01835350629
816	0.01833892158
817	0.01831544774
818	0.01829569204
819	0.01826714872
820	0.01824621954
821	0.01823019892
822	0.01818772814
823	0.01814618269
824	0.0180921359
825	0.01807671793
826	0.01806851941
827	0.0180233508
828	0.01801535888
829	0.01800267353
830	0.017984148
831	0.01793231537
832	0.01790472649
833	0.01787939383
834	0.01784573127
835	0.01782186018
836	0.01780521907
837	0.01777893765
838	0.01775912464
839	0.01775489292
840	0.01772395248
841	0.01770311443
842	0.01766717242
843	0.01765801767
844	0.01760163449
845	0.01756899567
846	0.01752289723
847	0.01746590178
848	0.01741322802
849	0.01740772297
850	0.01739763739
851	0.01734436691
852	0.01731304606
853	0.01728285634
854	0.01723946705
855	0.01723311994
856	0.01719808912
857	0.01717246384
858	0.01715729196
859	0.01712702334
860	0.01709780642
861	0.01707911996
862	0.01706070688
863	0.01705122711
864	0.01703174555
865	0.01702081861
866	0.01698757752
867	0.01695610968
868	0.01694097358
869	0.01692766775
870	0.01690809169
871	0.01690523818
872	0.01685534989
873	0.01683695042
874	0.01680208599
875	0.01678938514
876	0.01676480976
877	0.0167356434
878	0.01672653982
879	0.01670998138
880	0.0167010032
881	0.01668895537
882	0.01666093364
883	0.01664866455
884	0.01663957392
885	0.01661398216
886	0.01656155403
887	0.01650046262
888	0.01648908802
889	0.01648042686
890	0.01646531306
891	0.01642243096
892	0.01638921045
893	0.01637282976
894	0.01635927378
895	0.01632317626
896	0.01630185242
897	0.01627610151
898	0.01622637896
899	0.01618858133
900	0.01617472499
901	0.01614425761
902	0.0161185278
903	0.01610410835
904	0.01606946069
905	0.01605891221
906	0.016031277
907	0.01601592781
908	0.01597870749
909	0.01592729392
910	0.01587622347
911	0.01584407706
912	0.01581795759
913	0.01578432363
914	0.01576714267
915	0.01575224704
916	0.0157185035
917	0.01569163155
918	0.01565795451
919	0.0156380285
920	0.0156295542
921	0.01560430996
922	0.01559353845
923	0.01556629865
924	0.01555698799
925	0.01555174593
926	0.01553850484
927	0.0155200068
928	0.01550599672
929	0.01549869043
930	0.01549270817
931	0.0154684604
932	0.01545277097
933	0.01543863505
934	0.01543364638
935	0.01540892812
936	0.01539800273
937	0.01537810664
938	0.01537101184
939	0.01535599801
940	0.01530134979
941	0.01526780369
942	0.01523253209
943	0.01520723106
944	0.01515762931
945	0.01514313922
946	0.01512890851
947	0.01510530182
948	0.01507211603
949	0.01506308535
950	0.01504938991
951	0.01503716429
952	0.0150140771
953	0.0149942384
954	0.01498532375
955	0.01496866666
956	0.01495353772
957	0.01493493896
958	0.01492653873
959	0.01490524864
960	0.01488829345
961	0.01487242894
962	0.01486193037
963	0.01480862458
964	0.01480252069
965	0.01479653132
966	0.01477540407
967	0.01476531575
968	0.01475703383
969	0.0147323848
970	0.01471391283
971	0.01470847915
972	0.01470151629
973	0.01467303181
974	0.01466219676
975	0.01465042386
976	0.01463167439
977	0.01461663742
978	0.01458932377
979	0.01457441739
980	0.01456912531
981	0.01456438182
982	0.01453795875
983	0.0145221953
984	0.01450931711
985	0.01448294381
986	0.01444273979
987	0.01443280625
988	0.01442144192
989	0.01440143701
990	0.0143868035
991	0.01435400442
992	0.01434727571
993	0.01434163378
994	0.01432007114
995	0.01427927822
996	0.0142659092
997	0.01422036883
998	0.01420882685
999	0.0141920255
