iter	MultiClass
455	0.04923517637
456	0.04915234004
457	0.0490194629
458	0.04891797712
459	0.04878979562
460	0.04868522154
461	0.04862073694
462	0.0485281932
463	0.0484870348
464	0.04837326743
465	0.04825279327
466	0.04808121449
467	0.04796632565
468	0.04791331564
469	0.04777462386
470	0.04767657225
471	0.0475709968
472	0.04747974739
473	0.0474102595
474	0.04729958517
475	0.04715927536
476	0.04708602365
477	0.04697176624
478	0.04693494043
479	0.04685564961
480	0.0467793293
481	0.04662412783
482	0.04655342447
483	0.04648725467
484	0.04636475118
485	0.0463230908
486	0.04618376994
487	0.04612251414
488	0.04602491787
489	0.04596322353
490	0.0458735214
491	0.04580182702
492	0.04568565685
493	0.04556185736
494	0.04552703822
495	0.04545484404
496	0.04536775457
497	0.04530716669
498	0.04523001011
499	0.04514552768
500	0.04506194322
501	0.04495703653
502	0.04488878334
503	0.0447508442
504	0.04461975808
505	0.04456450087
506	0.04448676242
507	0.04440638517
508	0.04438878827
509	0.04427690271
510	0.04416228337
511	0.04411101459
512	0.04402360889
513	0.04396580416
514	0.04389483065
515	0.04382556672
516	0.04373705843
517	0.04366009175
518	0.04355997392
519	0.04350412549
520	0.04341887603
521	0.04335158431
522	0.04328213345
523	0.04318345482
524	0.04307826284
525	0.04302928051
526	0.04295606979
527	0.04284516072
528	0.04271888724
529	0.04263619062
530	0.04257726274
531	0.04253468432
532	0.04246937248
533	0.04238894646
534	0.04232543022
535	0.04228330876
536	0.04221440874
537	0.0421391648
538	0.04202777227
539	0.0419354879
540	0.04186790624
541	0.04177757798
542	0.04172002802
543	0.04164317502
544	0.04160973972
545	0.04155808024
546	0.04149412718
547	0.04141040552
548	0.04135607052
549	0.04128580044
550	0.04119518799
551	0.04114943805
552	0.04106617198
553	0.04103361808
554	0.04096281679
555	0.04086640655
556	0.04082943353
557	0.04074993394
558	0.04067682792
559	0.04063556815
560	0.04057270365
561	0.04050487149
562	0.04045375558
563	0.04039678995
564	0.0403040251
565	0.04023125419
566	0.04016935882
567	0.04012525856
568	0.04005818486
569	0.03999258552
570	0.03994756573
571	0.03990365573
572	0.03983733522
573	0.03976170954
574	0.03968587247
575	0.03956019327
576	0.03951993019
577	0.03947138567
578	0.03939501427
579	0.03932616436
580	0.03927291322
581	0.03922595046
582	0.03914859174
583	0.03910477479
584	0.03904726892
585	0.03900367868
586	0.03896851383
587	0.03889182524
588	0.03880551741
589	0.03871660804
590	0.03866678244
591	0.03858640454
592	0.03852667282
593	0.03846999849
594	0.03840596097
595	0.03833022073
596	0.03828050673
597	0.038186036
598	0.03813177202
599	0.03804442287
600	0.03799172829
601	0.03793960518
602	0.03789328824
603	0.03782289157
604	0.03776257467
605	0.03767524111
606	0.03759874338
607	0.03754080292
608	0.03750389952
609	0.03743588035
610	0.0373619661
611	0.03728248397
612	0.03722431424
613	0.03713069275
614	0.0370486852
615	0.03699570128
616	0.03693927081
617	0.03687176033
618	0.03683684611
619	0.03677405939
620	0.03670583
621	0.0366474633
622	0.0365668244
623	0.03650899153
624	0.03645644763
625	0.03639597092
626	0.03634004658
627	0.03630742271
628	0.03623562113
629	0.03621096438
630	0.03615585151
631	0.03608217719
632	0.03604868852
633	0.03600359756
634	0.0359250206
635	0.03588036064
636	0.03583725882
637	0.03577903265
638	0.03569078858
639	0.03563710929
640	0.03560625784
641	0.03555692504
642	0.03545487674
643	0.03541645564
644	0.03532202063
645	0.03525409582
646	0.03521372162
647	0.03516973557
648	0.03512392848
649	0.0350392971
650	0.03500219053
651	0.03494335493
652	0.03487022387
653	0.03482859618
654	0.03478256421
655	0.03472922061
656	0.03465802437
657	0.03459256815
658	0.03454332966
659	0.03450779015
660	0.03445778265
661	0.03441357738
662	0.03435649966
663	0.03429437046
664	0.03424881085
665	0.03420100733
666	0.03416063642
667	0.03409645233
668	0.03404423102
669	0.03398240978
670	0.03392627943
671	0.03388328386
672	0.03384430411
673	0.03379885788
674	0.03375999352
675	0.03371950413
676	0.03367485747
677	0.03362336831
678	0.03358547417
679	0.03349481096
680	0.03344937796
681	0.033413483
682	0.03335630715
683	0.03331176217
684	0.0332669952
685	0.03320051734
686	0.03315107006
687	0.03311136894
688	0.03303893909
689	0.03300920041
690	0.03296466539
691	0.03293501336
692	0.03288465409
693	0.03284914853
694	0.03280470724
695	0.03274485659
696	0.03267898802
697	0.03265345259
698	0.03261262717
699	0.03258161298
700	0.0325628931
701	0.03252604236
702	0.03248551689
703	0.03244816975
704	0.03239903466
705	0.03233963378
706	0.03227952848
707	0.03224974956
708	0.03216964615
709	0.03214210893
710	0.03212112577
711	0.03206995005
712	0.03203056671
713	0.03198497493
714	0.03195811485
715	0.03192410439
716	0.03188173775
717	0.03183761209
718	0.03176144121
719	0.03172801654
720	0.03170687671
721	0.03168005634
722	0.03165076191
723	0.03163310958
724	0.03159553662
725	0.03156020411
726	0.03150382425
727	0.03148760949
728	0.03146968213
729	0.03143403826
730	0.03140534651
731	0.03137445275
732	0.03134214211
733	0.03129853004
734	0.03124499179
735	0.03119201767
736	0.03116795948
737	0.03111975456
738	0.03107675116
739	0.03104135559
740	0.03101005133
741	0.03095773148
742	0.03091981751
743	0.03089992251
744	0.03084189815
745	0.03082067432
746	0.03078575694
747	0.03075844828
748	0.03073295417
749	0.03069369292
750	0.03062799711
751	0.03057404377
752	0.0305085601
753	0.03049490078
754	0.03045817648
755	0.03041322426
756	0.03038721258
757	0.0303369298
758	0.03029278313
759	0.03025259459
760	0.03023540563
761	0.03020320222
762	0.03015997568
763	0.03009862322
764	0.03005854268
765	0.03002763721
766	0.03000618964
767	0.02996180088
768	0.02993506787
769	0.02988620531
770	0.02985921542
771	0.02981846657
772	0.02978252394
773	0.0297363736
774	0.02966367499
775	0.02964150277
776	0.02960254686
777	0.02955170563
778	0.02951330265
779	0.02947557539
780	0.0294437227
781	0.02939180837
782	0.02935201159
783	0.02931536518
784	0.02927914274
785	0.02924754632
786	0.02923637795
787	0.02921039456
788	0.02916095333
789	0.02909066382
790	0.0290490591
791	0.02901030407
792	0.02898458912
793	0.02895475497
794	0.0289083404
795	0.02886484166
796	0.02882514997
797	0.02878204349
798	0.02873223052
799	0.02868756313
800	0.02864833314
801	0.0286041756
802	0.02857041501
803	0.02851262132
804	0.02846867783
805	0.02842804559
806	0.02838848414
807	0.02830518052
808	0.02829164087
809	0.02825539652
810	0.02822470454
811	0.028193817
812	0.02814934984
813	0.02810901318
814	0.02808588335
815	0.02805367186
816	0.02803717556
817	0.02801698772
818	0.0279656607
819	0.02790972826
820	0.0278704857
821	0.02783413449
822	0.02780590335
823	0.02776671286
824	0.02773166182
825	0.02770069764
826	0.0276801385
827	0.02764231025
828	0.02759376199
829	0.02755990151
830	0.02753320591
831	0.02750553174
832	0.02748991706
833	0.02744338913
834	0.02741883632
835	0.0273705942
836	0.02735499421
837	0.02729793915
838	0.02725341307
839	0.02723262218
840	0.02720258883
841	0.02716780026
842	0.02714866402
843	0.02709106901
844	0.0270669086
845	0.0270345657
846	0.02699370321
847	0.02697229997
848	0.02693444459
849	0.02691186673
850	0.02688892417
851	0.02686162534
852	0.02683314245
853	0.02680444978
854	0.02675305483
855	0.0267139352
856	0.02665035155
857	0.02662007207
858	0.02659941227
859	0.02655128757
860	0.02653417481
861	0.02650536837
862	0.02649513757
863	0.02646044482
864	0.026435695
865	0.02641310368
866	0.02638005788
867	0.02635090327
868	0.02632638822
869	0.02630351684
870	0.02628176231
871	0.02625292863
872	0.02622068584
873	0.0261692505
874	0.02612531235
875	0.02609594026
876	0.02606613052
877	0.02603942597
878	0.02602536336
879	0.02599730787
880	0.02597970023
881	0.02590650959
882	0.02589548265
883	0.0258712912
884	0.02584407452
885	0.02579774818
886	0.02577071581
887	0.02574034801
888	0.02572002041
889	0.02568070398
890	0.0256410817
891	0.02561585746
892	0.0255668302
893	0.02554437962
894	0.02551392736
895	0.02548011293
896	0.02546077193
897	0.02543856318
898	0.02541028486
899	0.02536783429
900	0.02534555512
901	0.02532598392
902	0.02530965726
903	0.02528334263
904	0.02526124836
905	0.02522175372
906	0.02519648404
907	0.02517071266
908	0.02513589178
909	0.02510490608
910	0.02506833425
911	0.02504511377
912	0.02501609418
913	0.02498372906
914	0.02494454834
915	0.02491595909
916	0.02489723252
917	0.02488082733
918	0.02484960603
919	0.02483209493
920	0.02481912746
921	0.02479034005
922	0.02474490764
923	0.02472191021
924	0.02470582291
925	0.02468621327
926	0.02464917004
927	0.0246065328
928	0.02456886586
929	0.02454661218
930	0.02452951344
931	0.02450588087
932	0.02447891128
933	0.02445704834
934	0.0244414948
935	0.02441498952
936	0.0243933268
937	0.02437752909
938	0.0243498211
939	0.02432932535
940	0.02430637327
941	0.02427583474
942	0.02424459226
943	0.02421044238
944	0.02417210002
945	0.02413764927
946	0.02410980021
947	0.02409415986
948	0.02406376714
949	0.02403309118
950	0.02402016225
951	0.02399104828
952	0.02394218193
953	0.02391339346
954	0.0238894338
955	0.02386896424
956	0.02382889839
957	0.02379400406
958	0.02377715124
959	0.02374566369
960	0.02371508762
961	0.02369264546
962	0.02367079591
963	0.02364083493
964	0.02360977844
965	0.02357741486
966	0.02355921358
967	0.02354521091
968	0.02350752937
969	0.02346826629
970	0.0234412832
971	0.02340574724
972	0.02337904955
973	0.02335272289
974	0.02333242128
975	0.02331372665
976	0.02328615895
977	0.02326572205
978	0.02324450685
979	0.02322710408
980	0.0232097062
981	0.02319246685
982	0.02318113609
983	0.02315497369
984	0.02312727551
985	0.02309403172
986	0.02307826642
987	0.02306401619
988	0.02305070366
989	0.02302438082
990	0.02300078082
991	0.02298412896
992	0.02297296492
993	0.02296212452
994	0.02294246949
995	0.02291405761
996	0.02288276162
997	0.02286478391
998	0.0228473672
999	0.02279591852
